Codigo,Titulo no Brasil,Produtor ,Pais de origem ,Ano de producao ,Distribuidor do Jogo no Brasil ,Plataforma,Genero,Classificacao pretendida, Classificacao Atribuida ,Contem ,Tipo de Analise,Tipo do Material ,Requerente,Data Portaria ,Numero Portaria ,Data DOU,Secao 1/ Pagina
40,CIENCIA DIVERTIDA - ELETRICIDADE E IMÃS,CIA. MELHORAMENTOS,Brasil,1997,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
42,O PEQUENO PLANETA PERDIDO,CIA. MELHORAMENTOS,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
42,O PEQUENO PLANETA PERDIDO,CIA. MELHORAMENTOS,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
44,PERDIDO NA AMAZÔNIA,CIA. MELHORAMENTOS,Brasil,1997,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
44,PERDIDO NA AMAZÔNIA,CIA. MELHORAMENTOS,Brasil,1997,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
44,PERDIDO NA AMAZÔNIA,CIA. MELHORAMENTOS,Brasil,1997,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
44,PERDIDO NA AMAZÔNIA,CIA. MELHORAMENTOS,Brasil,1997,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execucao do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Aprendizado Infantil (Formas, Cores, Motricidade, etc),Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Ciencias,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Criatividade,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Ingles,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Matematica,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Redação,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Aprendizado Infantil (Formas, Cores, Motricidade, etc),Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Ciencias,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Criatividade,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Ingles,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Matematica,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
46,OS CAÇA PISTAS 4º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Redação,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
48,OS CAÇA PISTAS 3º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
48,OS CAÇA PISTAS 3º SERIE,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
50,DICIONARIO PARLAMENTAR E POLITICO,CIA. MELHORAMENTOS,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
52,VAMOS PRATICAR INGLES,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
52,VAMOS PRATICAR INGLES,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Cursos de Idiomas,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
53,COELHO SABIDO 2º SERIE,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
53,COELHO SABIDO 2º SERIE,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
54,A MÃO LIVRE,CIA. MELHORAMENTOS,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,4,28/12/2001,126
55,COELHO SABIDO PRE,THE LEARNING COMPANY`,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
55,COELHO SABIDO PRE,THE LEARNING COMPANY`,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
56,COELHO SABIDO 1º SERIE,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
56,COELHO SABIDO 1º SERIE,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
57,SAFARI KONGO,eGAMES, Inc.,Estados Unidos da America,null,null,Computador,Infantil                                          ,livre,Inadequado para menores de 12 anos,Infantil,Comum,Execução do Software,Anasoft Editora e Distribuidora Ltda.,03/01/2002,6,03/01/2002
58,COELHO SABIDO JARDIM,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
58,COELHO SABIDO JARDIM,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
59,COELHO SABIDO MATERNAL 2.0,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
59,COELHO SABIDO MATERNAL 2.0,THE LEARNING COMPANY,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
60,CLIFFORD PENSANDO & APRENDENDO,SCHOLASTIC INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
60,CLIFFORD PENSANDO & APRENDENDO,SCHOLASTIC INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
60,CLIFFORD PENSANDO & APRENDENDO,SCHOLASTIC INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
60,CLIFFORD PENSANDO & APRENDENDO,SCHOLASTIC INC.,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
61,A MONTANHA DO TESOURO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
61,A MONTANHA DO TESOURO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
61,A MONTANHA DO TESOURO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
61,A MONTANHA DO TESOURO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
62,MAHJONGG MASTER,ROM TECH, Inc.,Estados Unidos da America,null,null,Computador,Tabuleiro,livre,livre,null,Comum,Execução do Software,Anasoft Editora e Distribuidora Ltda.,28/12/2001,6,28/12/2001
63,RAYMAN APRENDENDO INGLES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
63,RAYMAN APRENDENDO INGLES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
63,RAYMAN APRENDENDO INGLES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
63,RAYMAN APRENDENDO INGLES,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
64,RAYMAN MATERNAL,UBISOFT ENTERTAINMENT,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
64,RAYMAN MATERNAL,UBISOFT ENTERTAINMENT,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
64,RAYMAN MATERNAL,UBISOFT ENTERTAINMENT,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
64,RAYMAN MATERNAL,UBISOFT ENTERTAINMENT,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
65,POKEMON PROJECT STUDIO - VERSÃO AZUL,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
66,POKEMON PROJECT STUDIO - VERSÃO VERMELHA,THE LEARNING COMPANY,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
67,A ARCA DE NOE,BRIGHTER CHILD TM INTERACTIVE,Brasil,2001,null,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
67,A ARCA DE NOE,BRIGHTER CHILD TM INTERACTIVE,Brasil,2001,null,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
67,A ARCA DE NOE,BRIGHTER CHILD TM INTERACTIVE,Brasil,2001,null,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
67,A ARCA DE NOE,BRIGHTER CHILD TM INTERACTIVE,Brasil,2001,null,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
68,MINICAR RACING,EGAMES, Inc.,Estados Unidos da America,null,null,Computador,Simulação,livre,livre,null,Comum,Execução do Software,Anasoft Editora e Distribuidora Ltda.,03/01/2002,6,03/01/2002
69,A FAMILIA COSMICA,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
69,A FAMILIA COSMICA,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
69,A FAMILIA COSMICA,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
69,A FAMILIA COSMICA,UBISOFT ENTERTAINMENT,Brasil,2001,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
70,PUZZLE MASTER,EGAMES, Inc.,Estados Unidos da America,null,null,Computador,Quebra Cabeça,livre,livre,null,Comum,Execução do Software,Anasoft Editora e Distribuidora Ltda.,03/01/2002,6,03/01/2002
71,TOON TALK,ANIMATED PROGRAMS,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
72,KIT EDUCACIONAL SUPER LOGO,FUTURARTE EDITORA LTDA./NIED,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
73,LAURA E O SEGREDO DO DIAMANTE,UBISOFT ENTERTAINMENT,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
73,LAURA E O SEGREDO DO DIAMANTE,UBISOFT ENTERTAINMENT,Brasil,1999,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
74,3D CUBE HOPPER,EGAMES, Inc.,Estados Unidos da America,null,null,Computador,Infantil                                          ,livre,livre,null,Comum,Execução do Software,Anasoft Editora e Distribuidora Ltda.,28/12/2001,6,28/12/2001
75,ALEX,null,UBISOFT ENTERTAINMENT,Brasil,null,null,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001
75,ALEX,null,UBISOFT ENTERTAINMENT,Brasil,null,null,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001
75,ALEX,null,UBISOFT ENTERTAINMENT,Brasil,null,null,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001
75,ALEX,null,UBISOFT ENTERTAINMENT,Brasil,null,null,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001
76,O CONTADOR DE HISTORIAS,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
76,O CONTADOR DE HISTORIAS,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
76,O CONTADOR DE HISTORIAS,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
76,O CONTADOR DE HISTORIAS,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
77,OPERAÇÃO NETUNO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
77,OPERAÇÃO NETUNO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
77,OPERAÇÃO NETUNO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
77,OPERAÇÃO NETUNO,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
78,SUPERGENIOS NUMERAMIGOS,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
78,SUPERGENIOS NUMERAMIGOS,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
78,SUPERGENIOS NUMERAMIGOS,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
78,SUPERGENIOS NUMERAMIGOS,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
79,ESOTERICA,BMGV,Brasil,1995,FuturArte Editora Ltda.                                                         ,Computador,Esoterismo,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
80,BLAST THRU,EGAMES, Inc.,Estados Unidos da America,null,null,Computador,Estrategia,livre,livre,null,Comum,Execução do Software,Anasoft Editora e Distribuidora Ltda.,03/01/2002,6,03/01/2002
81,ENCANTANDO VOLUME II,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
81,ENCANTANDO VOLUME II,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
81,ENCANTANDO VOLUME II,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
81,ENCANTANDO VOLUME II,EX NIHIL,Brasil,2000,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
82,ARTRAGEOUS - MESTRES DA ARTE,THE LEARNING COMPANY,Brasil,1998,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
83,LEONARDO,null,THE LEARNING COMPANY,Brasil,null,null,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001
84,BRINCANDO NO SOTÃO DA VOVO,THE LEARNING COMPANY,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
84,BRINCANDO NO SOTÃO DA VOVO,THE LEARNING COMPANY,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Infantil                                          ,livre,livre,Infantil,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
84,BRINCANDO NO SOTÃO DA VOVO,THE LEARNING COMPANY,Brasil,1996,FuturArte Editora Ltda.                                                         ,Computador,Educacional,livre,livre,Educacional,Comum,Execução do Software,Divertire Editora Ltda./Futurarte Editora Ltda.,28/12/2001,5,28/12/2001,126/128  
